epoch,lr,train_loss,train_acc,val_loss,val_acc,epoch_seconds
1,0.001,4.251897192552355,0.054911111116409304,3.945404283905029,0.1044,16.35412883758545
2,0.0009999037166207915,3.909087464565701,0.1153111111217075,3.6026542049407957,0.1754,12.69496774673462
3,0.0009996149036022412,3.593260712136163,0.18073333333333333,3.3594801551818847,0.2176,14.984055042266846
4,0.0009991336722872657,3.3462151894463434,0.2403111111164093,3.1589763317108153,0.2844,12.753647327423096
5,0.0009984602081996976,3.146590029059516,0.28851111109521654,3.0431253940582277,0.3096,12.821061134338379
6,0.0009975947709727625,2.976903846189711,0.3301555555767483,2.7616207801818846,0.388,14.858222007751465
7,0.0009965376942489858,2.8513731218126086,0.3680000000052982,2.705437697982788,0.4046,12.780044794082642
8,0.0009952893855515667,2.7282913594139946,0.4004,2.649130446624756,0.4304,14.833348035812378
9,0.0009938503261272711,2.627247469033135,0.4269111111005147,2.4701357208251955,0.4714,12.772662878036499
10,0.0009922210707609008,2.5376520068274604,0.45248888890478345,2.3879047424316404,0.4954,14.914258480072021
11,0.0009904022475614135,2.470891375350952,0.4747111111534966,2.3610767623901365,0.5086,12.708324909210205
12,0.0009883945577197756,2.4007156958262126,0.49462222225401137,2.2237135948181153,0.55,12.855618238449097
13,0.0009861987752386393,2.334371391974555,0.5120444444762335,2.2134780990600587,0.5504,14.912062168121338
14,0.0009838157466339496,2.2842230589548747,0.5282888888888889,2.2072131046295165,0.5478,12.775985717773438
15,0.0009812463906085965,2.24735817650689,0.5405777777989705,2.1748733474731443,0.5624,14.937556982040405
16,0.0009784916976982381,2.194841689470079,0.5577333333651224,2.1113506172180174,0.5772,12.851899862289429
17,0.0009755527298894291,2.159788188976712,0.5656000000423855,2.1313390235900878,0.5744,14.85508394241333
18,0.0009724306202102056,2.1115456826315984,0.5803111111217075,2.0620714920043945,0.5954,12.852580785751343
19,0.0009691265722932809,2.0791657536400687,0.5901777778095669,2.0629675075531004,0.5976,12.79107666015625
